establishments_type,name,latitude,longitude,municipality_code,importance,name_reprocessed
hotel,Château de Noirieux (Hôtel),47.5760673,-0.4692586,49048,0.0732857601833204,Château de Noirieux 
hotel,Résidence Odalys Shangri-La (Hôtel),43.2560636,5.5515753,13119,0.07324555525536977,Résidence Odalys Shangri-La 
hotel,Manoir le Roure (Hôtel),44.5120617,4.7557978,26085,0.07322686134795155,Manoir le Roure 
hotel,Château de Collonges (Hôtel),45.1454711,4.9783543,26301,0.07321621857568485,Château de Collonges 
hotel,Madame Vacances (Hôtel),43.9489968,2.4932264,81303,0.07320261573147169,Madame Vacances 
hotel,Hôtel Le Mas des Grès,43.8828661,5.1007673,84062,0.07312355017043491,Hôtel Le Mas des Grès
hotel,Club Vacanciel Hameau d'Arnaga (Hôtel),43.3659556,-1.4177894,64160,0.07311330345050068,Club Vacanciel Hameau d'Arnaga 
hotel,Disney's Hotel New York,48.8704919,2.7881395,77111,0.07310215514806206,Disney's Hotel New York
hotel,Pierre et Vacances (Hôtel),49.3441435,0.075652,14220,0.07308879531231738,Pierre et Vacances 
hotel,La Charpinière (Hôtel),45.5887867,4.3104773,42222,0.07298123354320595,La Charpinière 
hotel,Hôtel Golf Club de Massane,43.64957,4.0021055,34022,0.0729643958791427,Hôtel Golf Club de Massane
hotel,Garden & city (Hôtel),43.4666575,5.606213,13087,0.0729459602530164,Garden & city 
hotel,Mercure Chantilly Resort & Conventions (Hôtel),49.2044653,2.4966582,60695,0.07287385678979635,Mercure Chantilly Resort & Conventions 
hotel,La Chenevière (Hôtel),49.3321752,-0.7551137,14172,0.07286822252031451,La Chenevière 
hotel,Aquaresort (Hôtel),44.1395701,0.3427312,47195,0.0728629646459672,Aquaresort 
hotel,Domaine de la Barollière (Hôtel),45.4680391,4.5557621,42271,0.07283087541944668,Domaine de la Barollière 
hotel,Village de gîtes de la Canourgue (Hôtel),44.4362553,3.2044699,48034,0.07276051362835154,Village de gîtes de la Canourgue 
hotel,Résidence Pierre et Vacances Le Hameau de la Pinède (Hôtel),43.0407534,6.146642,83069,0.07273307311774427,Résidence Pierre et Vacances Le Hameau de la Pinède 
hotel,Hostellerie du Val de Sault (Hôtel),44.1056395,5.4147987,84123,0.07272141363464776,Hostellerie du Val de Sault 
hotel,Les Marines de Moriani (Hôtel),42.3663179,9.5311694,2B313,0.07271198437797827,Les Marines de Moriani 
hotel,Novotel (Hôtel),47.8145726,1.9299609,45234,0.07270400728823595,Novotel 
hotel,Hôtel le Mas de la Sénancole,43.8867706,5.1790041,84050,0.07269792746109008,Hôtel le Mas de la Sénancole
hotel,Château Hôtel de Beaulieu,47.3628535,0.6606632,37122,0.07260389230483014,Château Hôtel de Beaulieu
hotel,Le Mas d'Hélène (Hôtel),44.2049583,5.0935577,84040,0.07256035668947484,Le Mas d'Hélène 
hotel,Best Western (Hôtel),43.9049406,4.8957074,84007,0.07254238387220556,Best Western 
hotel,Novotel (Hôtel),46.3658496,4.8408955,71270,0.07254183596513675,Novotel 
hotel,Accor|Novotel (Hôtel),43.985716,4.8881384,84129,0.07253657446411227,Accor|Novotel 
hotel,Hôtel Logis Le Céans,44.2956548,5.6467839,05135,0.07253067777287786,Hôtel Logis Le Céans
hotel,"Club Med ""Grand Massif"" (Hôtel)",46.0559288,6.7044443,74258,0.07244640401170707,"Club Med ""Grand Massif"" "
hotel,Hôtels de charme,44.1625738,5.0174264,84049,0.07241020112419785,Hôtels de charme
hotel,Cap West (Hôtel),47.3423365,-1.5412763,44201,0.07240271775211615,Cap West 
hotel,Domaine de la Blairie (Hôtel),47.3165484,-0.1497014,49261,0.07238111850509402,Domaine de la Blairie 
hotel,Clos masure (Hôtel),49.7725896,1.0462064,76075,0.07236927235408686,Clos masure 
hotel,Club Med (Hôtel),45.6300005,6.8566752,73176,0.07226884520996174,Club Med 
hotel,Le Château de Candie (Hôtel),45.6021335,5.9000221,73065,0.07223431121748139,Le Château de Candie 
hotel,Domaine de Capelongue (Hôtel),43.8219493,5.3181746,84020,0.0721499022808945,Domaine de Capelongue 
hotel,Hôtel d'Occitanie,43.181506,3.026047,11262,0.07212795767374555,Hôtel d'Occitanie
hotel,Hôtel du Mas de Cure Bourse,43.9014107,5.0345358,84054,0.0721135955365832,Hôtel du Mas de Cure Bourse
hotel,Disney's Hotel Santa Fe,48.8729849,2.7957347,77132,0.07210827285402446,Disney's Hotel Santa Fe
hotel,Sognu di Rena (Hôtel),42.3673747,9.5311729,2B313,0.07208337669035873,Sognu di Rena 
hotel,Résidence Le Birdie (Hôtel),45.7542862,6.246794,74135,0.07207763065540101,Résidence Le Birdie 
hotel,Hôtel Mercure,48.7271415,2.2658655,91377,0.07207573548755512,Hôtel Mercure
hotel,Club Med La Sarenne (Hôtel),45.089192,6.0821222,38191,0.07206234354112925,Club Med La Sarenne 
hotel,Ternelia (Hôtel),47.0832255,-1.2775764,44043,0.07202638748183698,Ternelia 
hotel,La Porte des Châteaux (Hôtel),47.8242057,1.6895,45203,0.07198262896245589,La Porte des Châteaux 
hotel,Domaine de la Grange Neuve (Hôtel),43.9658811,5.1175489,84101,0.07194259703094069,Domaine de la Grange Neuve 
hotel,Best Western (Hôtel),43.6949643,5.5255958,84089,0.07191678641241203,Best Western 
hotel,Holiday Inn (Hôtel),50.5167955,1.5968405,62826,0.07190622346943784,Holiday Inn 
hotel,Novotel (Hôtel),43.3175749,-0.4310363,64335,0.07189782640814124,Novotel 
hotel,Appart'City Cannes Mandelieu (Hôtel),43.5366036,6.9429353,06079,0.07185875808999584,Appart'City Cannes Mandelieu 
hotel,Belambra Club (Domaine de Pinsolle) (Hôtel),43.7743789,-1.4018806,40310,0.07184962030869331,Belambra Club 
hotel,Domaine de la Reposée (Hôtel),48.7696615,1.4005236,28098,0.0718138076782964,Domaine de la Reposée 
hotel,Hôtel Lodge La Petite Couronne,43.6389451,-0.6749162,40253,0.07174545437962172,Hôtel Lodge La Petite Couronne
hotel,Hôtel du Golf,45.5751627,6.7792535,73054,0.07174349366784037,Hôtel du Golf
hotel,Village Vacances (Hôtel),45.4692675,1.7408151,19118,0.07173344608539156,Village Vacances 
hotel,Mercure (Hôtel),46.3246826,-0.4533115,79191,0.07173092906205622,Mercure 
hotel,Club Vacanciel (Hôtel),43.4752883,-0.9290124,64499,0.0717008006778834,Club Vacanciel 
hotel,Alpaga - Hôtel & Chalets 5 étoiles - Megève,45.8528733,6.6006725,74173,0.07169683641855575,Alpaga - Hôtel & Chalets 5 étoiles - Megève
hotel,All Suites Appart Hôtel,44.6092272,-1.1182602,33529,0.07168767979998734,All Suites Appart Hôtel
hotel,Magic Circus Hotel,48.8720275,2.8081655,77268,0.071682877939085,Magic Circus Hotel
hotel,Hôtel Novotel Thalassa,48.6390313,-2.07445,35093,0.07163043309974604,Hôtel Novotel Thalassa
hotel,Explorers Hotel,48.875711,2.8082555,77268,0.0716056304284138,Explorers Hotel
hotel,La Citadelle (Hôtel),46.8880154,-0.9199829,85082,0.07159832147691582,La Citadelle 
hotel,Maison de Crillon (Hôtel),44.11605,5.1453036,84041,0.07159437827197751,Maison de Crillon 
hotel,La Hêtraie (Hôtel),49.6511698,0.9287069,76227,0.0715942488300795,La Hêtraie 
hotel,L'Abbaye (Hôtel),48.5244272,-2.2316893,22172,0.07155708644297738,L'Abbaye 
hotel,Résidence Hôtelière Les Châtaigniers,45.829962,6.1494534,74242,0.07154554229789331,Résidence Hôtelière Les Châtaigniers
hotel,Club Med (Hôtel),45.2991379,6.5784715,73257,0.07153368779547253,Club Med 
hotel,Relais de Bravone (Hôtel),42.1992385,9.5534987,2B143,0.07145689915120867,Relais de Bravone 
hotel,Aurélie & Sébastien (Hôtel),45.825222,6.2244042,74275,0.07145350320757468,Aurélie & Sébastien 
hotel,Bastide de Capelongue (Hôtel),43.8216595,5.3167185,84020,0.07144441975612012,Bastide de Capelongue 
hotel,Le Manoir de Gressy (Hôtel),48.9649133,2.673634,77214,0.07144337301244727,Le Manoir de Gressy 
hotel,Lou Caleù (Hôtel),43.856667,5.4768678,84112,0.07141781750552897,Lou Caleù 
hotel,La Balagne (Hôtel),42.5564919,8.7608058,2B050,0.07140712940958269,La Balagne 
hotel,Hôtel de la Baie,48.7910312,-3.0451706,22210,0.0713671333311304,Hôtel de la Baie
hotel,"Centre de Vacances ""Les Nivéoles"" (Hôtel)",45.6034175,6.0984637,73004,0.07136530444723509,"Centre de Vacances ""Les Nivéoles"" "
hotel,La Forestière (Hôtel),44.9924349,-1.1984301,33214,0.07135460782812961,La Forestière 
hotel,Bastide du Roy René (Hôtel),43.5114637,5.4676806,13001,0.07135043593361992,Bastide du Roy René 
hotel,Club Méditerrannée (Hôtel),45.5967147,6.8006083,73054,0.07135012229260052,Club Méditerrannée 
hotel,Hôtel Ariane,48.6966477,6.1321389,54304,0.0713485658534187,Hôtel Ariane
hotel,Abbaye des Capucins (Hôtel),44.0208045,1.35,82121,0.07134803999573536,Abbaye des Capucins 
hotel,La Bastide de Gordes (Hôtel),43.9112146,5.198741,84050,0.07133701565881936,La Bastide de Gordes 
hotel,Hôtel Le roy soleil,43.8436029,5.2027223,84073,0.0713049901666846,Hôtel Le roy soleil
hotel,Accor hotels,47.2540056,6.0212494,25056,0.07128802506472025,Accor hotels
hotel,Accor|Ibis Styles (Hôtel),43.9264936,4.8438027,84007,0.0712844555278927,Accor|Ibis Styles 
hotel,Hôtel Domain de Beaupré,47.9026397,7.2202847,68112,0.07128167024219653,Hôtel Domain de Beaupré
hotel,Park Suite (Hôtel),47.35478,5.0378843,21003,0.07126889764191661,Park Suite 
hotel,Novotel Aix-en-Provence Pont de l'Arc (Hôtel),43.511153,5.4570267,13001,0.0712476816561115,Novotel Aix-en-Provence Pont de l'Arc 
hotel,Ibis Aix-en-Provence (Hôtel),43.5119482,5.4656873,13001,0.07124522111770618,Ibis Aix-en-Provence 
hotel,Domaine des Seigneurs (Hôtel),45.0212248,5.0761322,26057,0.07123522494271985,Domaine des Seigneurs 
hotel,Les Hameaux de Lozère (Hôtel),44.8164025,3.1145471,48064,0.07122222850293199,Les Hameaux de Lozère 
hotel,Hôtel Domaine des Tilleuls,44.17384,5.1349278,84069,0.071182469530987,Hôtel Domaine des Tilleuls
hotel,Ibis Styles (Hôtel),48.6379926,6.1838369,54265,0.07117588261715793,Ibis Styles 
hotel,Crowne Plaza - CDG (Hôtel),49.0005565,2.5187405,95527,0.07117415565250551,Crowne Plaza - CDG 
hotel,Best Western Armor Park (Hôtel),48.4676192,-2.0592797,22339,0.07116954582979934,Best Western Armor Park 
hotel,Domaine de Bournereau (Hôtel),44.0229929,4.975548,84080,0.07116458063914485,Domaine de Bournereau 
hotel,Accor|Ibis (Hôtel),43.0573522,6.1481416,83069,0.07114998005193837,Accor|Ibis 
hotel,Le lodge (Hôtel),43.5794802,3.8970379,34129,0.07113346937913492,Le lodge 
hotel,Hotel du Parc - Manoir du Baron Blanc,45.7479178,6.2965133,74123,0.07113338425471832,Hotel du Parc - Manoir du Baron Blanc
hotel,Hôtel Marineland,43.6144784,7.126935,06004,0.07111498795212905,Hôtel Marineland
hotel,Hôtel Renaissance Paris Hippodrome de Saint-Cloud,48.8591298,2.1954259,92063,0.07109271259469774,Hôtel Renaissance Paris Hippodrome de Saint-Cloud
hotel,Barrière (Hôtel),49.3600387,0.0709638,14220,0.07105714363646823,Barrière 
hotel,Séjours & Affaires Roissy Village (Hôtel),49.0048444,2.5112042,95527,0.07105082673886819,Séjours & Affaires Roissy Village 
hotel,Hôtel Méridien Etoile,48.8795379,2.2855887,75056,0.07103534331032796,Hôtel Méridien Etoile
hotel,Hôtel Mercure Lille Aéroport,50.5839445,3.0934315,59343,0.07101995854762341,Hôtel Mercure Lille Aéroport
hotel,Le 1837 (Hôtel),43.955417,2.8857286,12208,0.07101525836786206,Le 1837 
hotel,Ibis Budget (Hôtel),43.5890168,3.8919186,34172,0.07100037624226825,Ibis Budget 
hotel,Disney's Hotel Cheyenne,48.874698,2.7919929,77132,0.07099215881406784,Disney's Hotel Cheyenne
hotel,Auberge de Cassagne & Spa (Hôtel),43.9606593,4.8749319,84092,0.07096807294146212,Auberge de Cassagne & Spa 
hotel,Hôtel Novotel Nancy,48.6955198,6.1254154,54304,0.07096280335919117,Hôtel Novotel Nancy
hotel,Campanille (Hôtel),49.018006,2.5866653,77291,0.07095745060269984,Campanille 
hotel,Inter-Hôtel,46.320707,5.1394841,01229,0.07093943688756088,Inter-Hôtel
hotel,Golden Tulip Amnéville (Hôtel),49.2442651,6.13243,57019,0.07091345909990351,Golden Tulip Amnéville 
hotel,Domaine du Lac (Hôtel),47.9199633,7.1963138,68112,0.07088641390701322,Domaine du Lac 
hotel,Le Petit Palais d'Aglaé (Hôtel),43.9245093,5.2048346,84050,0.07084681213442541,Le Petit Palais d'Aglaé 
hotel,Les Logis du Florianet (Hôtel),43.9049143,4.0010752,30210,0.07083513749811428,Les Logis du Florianet 
hotel,Novotel (Hôtel),48.8304592,2.6795216,77121,0.07076267354797583,Novotel 
hotel,Manoir Hôtel Rigourdaine,48.5476224,-1.9936468,22213,0.07075756323206922,Manoir Hôtel Rigourdaine
hotel,Grand Hôtel des Bains,48.6919154,-3.6452157,29133,0.07075397963610754,Grand Hôtel des Bains
hotel,Hôtel Blason de Provence,44.0378127,5.0105623,84080,0.07071292371627733,Hôtel Blason de Provence
hotel,La Sommellerie (Hôtel),44.0639088,4.7951422,84037,0.07070038217989617,La Sommellerie 
hotel,Hôtel Novotel Thalassa Le Touquet,50.5140465,1.577912,62826,0.07069981136533277,Hôtel Novotel Thalassa Le Touquet
hotel,Côté Sud (Hôtel),43.3940401,5.5756883,13073,0.07068338826332883,Côté Sud 
hotel,Hôtel Alta Peyra,44.7010761,6.8686056,05157,0.0706736700108169,Hôtel Alta Peyra
hotel,Résidence Odalys Domaine des Roches Jaunes (Hôtel),48.6901452,-3.8510775,29188,0.07065505829850083,Résidence Odalys Domaine des Roches Jaunes 
hotel,Dream Castle Hotel,48.8745845,2.807162,77268,0.07062471293068304,Dream Castle Hotel
hotel,Le Grand Large (Hôtel),47.3029427,-3.2306377,56009,0.07060046186169863,Le Grand Large 
hotel,Hôtel NH Lyon Airport,45.7191547,5.0777993,69299,0.07059547683718789,Hôtel NH Lyon Airport
hotel,Les Quais de Lutèce (Hôtel),49.1300412,2.5746707,60494,0.07059174966315893,Les Quais de Lutèce 
hotel,Château des Comtes de Challes (Hôtel),45.5540449,5.9874837,73064,0.07058721857875155,Château des Comtes de Challes 
hotel,B&B Hôtel à Disneyland® Paris,48.8769946,2.8099526,77268,0.07058401748339485,B&B Hôtel à Disneyland® Paris
hotel,Hôtel Crowne Plaza,50.6403472,3.0754479,59350,0.07058200541471156,Hôtel Crowne Plaza
hotel,Hôtel Carcarille,43.9094066,5.2212637,84050,0.07054240312605795,Hôtel Carcarille
hotel,Clos Saint-Pierre (Hôtel),42.211471,9.5351337,2B143,0.07054129401328627,Clos Saint-Pierre 
hotel,Pullman Bordeaux Lac (Hôtel),44.889244,-0.566276,33063,0.07053388799664202,Pullman Bordeaux Lac 
hotel,Hôtel La Bastide,44.2431372,5.0409402,84137,0.07053210767131309,Hôtel La Bastide
hotel,Côté Sud (Hôtel),43.3312048,5.4911005,13002,0.07052861433574134,Côté Sud 
hotel,Best Western PLUS Design & SPA Bassin D’Arcachon (Hôtel),44.61563,-1.1155895,33529,0.07050308878818864,Best Western PLUS Design & SPA Bassin D’Arcachon 
hotel,Le Logis du Château (Hôtel),44.2364856,5.0671651,84137,0.07050145980560653,Le Logis du Château 
hotel,Hôtel Mercure,48.7406269,2.362125,91479,0.07049856258695233,Hôtel Mercure
hotel,Hôtel Libera,49.1889736,-0.3003896,14167,0.07047094102749435,Hôtel Libera
hotel,Hôtel Paris Madrid **,43.9751312,-1.0543109,40152,0.0704641809912366,Hôtel Paris Madrid **
hotel,Hôtel Restaurant la Ferme,43.975626,4.8279065,84007,0.07046278514832327,Hôtel Restaurant la Ferme
hotel,Hôtel Campanille,44.7825898,-0.6526192,33318,0.07045653000446384,Hôtel Campanille
hotel,La Folie Douce (Hôtel),45.9254391,6.8672966,74056,0.07043763774552789,La Folie Douce 
hotel,La Bégude St. Pierre (Hôtel),43.9581661,4.5207855,30346,0.07043474481672635,La Bégude St. Pierre 
hotel,Resort Résidence (Hôtel),47.5717157,-3.08188,56034,0.07043221717086301,Resort Résidence 
hotel,Club Marmara Le Grand Bleu (Hôtel),42.0448886,8.7470657,2A048,0.07042946553294589,Club Marmara Le Grand Bleu 
hotel,Hôtel des Pins L'Esprit Jardin,44.1104778,5.1842301,84017,0.0704126294277766,Hôtel des Pins L'Esprit Jardin
hotel,Accord (Hôtel),49.034803,2.0717355,95127,0.07041126009331389,Accord 
hotel,Adonis Saint Florent (Hôtel),42.6729703,9.3078272,2B298,0.07041074650980565,Adonis Saint Florent 
hotel,Beachcomber (Hôtel),43.6203564,7.0598698,06018,0.07040173226177593,Beachcomber 
hotel,Comfort Hotel,46.1975202,6.2681439,74012,0.07039833920755306,Comfort Hotel
hotel,Hotel Novotel Paris Roissy CDG Convention,48.999044,2.517466,95527,0.07038994698593759,Hotel Novotel Paris Roissy CDG Convention
hotel,Best Western (Hôtel),43.7283733,-1.063074,40279,0.07036453337737518,Best Western 
hotel,Resid'Artel Val de Durance (Hôtel),43.6932381,5.7323765,13099,0.07036098068425546,Resid'Artel Val de Durance 
hotel,Maeva Cannes Verrerie (Hôtel),43.5481593,6.9790317,06029,0.07035822407928391,Maeva Cannes Verrerie 
hotel,Radisson Blu Golf Hotel,48.85494,2.808058,77268,0.07034005048855674,Radisson Blu Golf Hotel
hotel,Hôtel Le Relais de Farrou,44.3840451,2.0413423,12242,0.07033278910146681,Hôtel Le Relais de Farrou
hotel,Hôtel La bergerie,43.9262583,5.2571002,84057,0.07033189600016358,Hôtel La bergerie
hotel,Hilton Evian-les-Bains (Hôtel),46.40082,6.5977025,74119,0.07030413869112834,Hilton Evian-les-Bains 
hotel,Les Terrasses de Saumur (Hôtel),47.2625356,-0.1115207,49328,0.07030022655054921,Les Terrasses de Saumur 
hotel,Aiguille Grive Chalets Hôtel,45.5687512,6.7798481,73054,0.07029126549097253,Aiguille Grive Chalets Hôtel
hotel,Hôtel Plaza,46.6595815,0.3635938,86062,0.07027346895628216,Hôtel Plaza
hotel,Hôtel Barrière Le Westminster,50.522356,1.5915345,62826,0.07027135729744036,Hôtel Barrière Le Westminster
hotel,Gîte de Villaine (Hôtel),47.3215897,2.0297491,41256,0.07026623548480002,Gîte de Villaine 
hotel,Accor Hotels,47.090158,2.3941839,18033,0.07026619168430269,Accor Hotels
hotel,Centre de vacances VTF Le Bief Rouge (Hôtel),46.7741905,6.352144,25380,0.07025885603348658,Centre de vacances VTF Le Bief Rouge 
hotel,Château de Varenne (Hôtel),44.0256283,4.7923282,30312,0.07023910536846606,Château de Varenne 
hotel,Sure Hotel,45.806778,1.2986446,87065,0.07020539117171057,Sure Hotel
hotel,Golden Tulip (Hôtel),43.6283646,7.0428493,06152,0.07019912879969713,Golden Tulip 
hotel,Novotel (Hôtel),50.5841495,3.0896375,59343,0.07018671271022611,Novotel 
hotel,Bahia Hotel,43.6400289,7.1411765,06161,0.07014553928947144,Bahia Hotel
hotel,Mercure (Hôtel),44.9033384,4.8797705,26362,0.07013969196644429,Mercure 
hotel,Le Grand Large (Hôtel),43.4807534,-1.5650133,64122,0.07012134789231758,Le Grand Large 
hotel,Hostellerie du Château des Fines Roches (Hôtel),44.0501648,4.8490821,84037,0.07012064664145722,Hostellerie du Château des Fines Roches 
hotel,Hôtel Ibis,48.5560196,7.7453793,67482,0.0700793168454456,Hôtel Ibis
hotel,Chez Julien (Hôtel),48.4233925,7.1845956,67377,0.07001305147249488,Chez Julien 
hotel,Hôtel l'Anvia,44.2885725,4.7547768,84019,0.07000082557277458,Hôtel l'Anvia
hotel,Evian Resort (Hôtel),46.3967233,6.5937926,74119,0.06998964603314317,Evian Resort 
hotel,Accor|Ibis (Hôtel),43.9259461,4.8489945,84007,0.06998811759975752,Accor|Ibis 
hotel,B&B Hotel Paris 17 Batignolles,48.8944562,2.3120081,75056,0.06998501463338765,B&B Hotel Paris 17 Batignolles
hotel,La Maison des Ocres (Hôtel),43.9028175,5.2890587,84102,0.06996927844567959,La Maison des Ocres 
hotel,Résidence Paxton (Hôtel),48.8273875,2.707634,77181,0.06996361225704908,Résidence Paxton 
hotel,Hôtel Restaurant la Ferme de la Huppe,43.905526,5.2272553,84050,0.06996294688013319,Hôtel Restaurant la Ferme de la Huppe
hotel,Alpin D'Hôme (Hôtel),44.4879491,6.5543989,05098,0.06995841797769838,Alpin D'Hôme 
hotel,Résidence Kanzel (Hôtel),48.1556386,7.3208269,68023,0.0699401146228691,Résidence Kanzel 
hotel,Hôtel Riva-Bella,49.2895745,-0.2604905,14488,0.06993259212781429,Hôtel Riva-Bella
hotel,La Villa Romaine (Hôtel),44.8263187,1.273173,24082,0.06992477444423012,La Villa Romaine 
hotel,Château de Montvillargenne (Hôtel),49.1847258,2.4275414,60282,0.06991063493520466,Château de Montvillargenne 
hotel,Novotel (Hôtel),48.7324847,2.1695905,91534,0.06990080111493344,Novotel 
hotel,Château de l'Île (Hôtel),48.5447033,7.7139965,67365,0.06987866314193733,Château de l'Île 
hotel,Résidence Arboréa (Hôtel),48.6603782,6.1919605,54257,0.0698665951207387,Résidence Arboréa 
hotel,La Maison de la Prade (Hôtel),43.8179014,-1.3833088,40181,0.0698526909047696,La Maison de la Prade 
hotel,Kyriad (Hôtel),46.6683662,-1.4454268,85191,0.06984400013417923,Kyriad 
hotel,Hôtel Restaurant Mildiss,45.5185402,2.9379425,63038,0.06983630064813856,Hôtel Restaurant Mildiss
hotel,Hôtel Mercure Lille Métropole,50.6789579,3.1099222,59378,0.0698120970171913,Hôtel Mercure Lille Métropole
hotel,Hôtel Savoie Léman,46.3723009,6.4750837,74281,0.06980851498122656,Hôtel Savoie Léman
hotel,Ibis Styles (Hôtel),48.765859,2.0783653,78297,0.06979677900557163,Ibis Styles 
hotel,Lucien Barrière (Hôtel),48.1875321,7.3482651,68269,0.06978206861822028,Lucien Barrière 
hotel,Le Trécelin (Hôtel),48.6336867,-2.3252661,22201,0.06975717656843808,Le Trécelin 
hotel,Belambra Clubs (Hôtel),46.1919945,6.7772645,74191,0.06975663560515205,Belambra Clubs 
hotel,Villa Saint-Ange (Hôtel),43.5232926,5.4580212,13001,0.0697555472402463,Villa Saint-Ange 
